Name;Country;Genre;Status;URL
Iarnvidjur;United States;Ambient/Punk/Black Metal;Active;https://www.metal-archives.com/bands/Iarnvidjur/3540415813
Iasma;Greece;Black Metal;Active;https://www.metal-archives.com/bands/Iasma/3540335907
Iastema;Italy;Black/Death Metal;Active;https://www.metal-archives.com/bands/Iastema/3540494154
Iäti;Finland;Depressive Black Metal;Active;https://www.metal-archives.com/bands/I%C3%A4ti/3540499206
Iato;Italy;Hardcore/Thrash/Death Metal;Active;https://www.metal-archives.com/bands/Iato/3540387179
Iätön;Finland;Black Metal;Active;https://www.metal-archives.com/bands/I%C3%A4t%C3%B6n/3540535028
Iatrogenia;Mexico;Brutal Death Metal;Active;https://www.metal-archives.com/bands/Iatrogenia/3540378007
Iatrogenic;Brazil;Death Metal;Changed name;https://www.metal-archives.com/bands/Iatrogenic/3540424743
IATT;United States;"Metalcore (early); Progressive/Melodic Black/Death Metal (later)";Active;https://www.metal-archives.com/bands/IATT/3540347219
IAYF;Spain;Melodic Death Metal;Unknown;https://www.metal-archives.com/bands/IAYF/3540371468
Ibaraki;United States;Extreme Progressive Metal/Metalcore;Active;https://www.metal-archives.com/bands/Ibaraki/3540502540
Ibéria;Portugal;Heavy/Neoclassical/Progressive Metal;Active;https://www.metal-archives.com/bands/Ib%C3%A9ria/7696
Iberian;Georgia;Melodic Black Metal;Split-up;https://www.metal-archives.com/bands/Iberian/3540539322
Iberian Wolves;Spain;Pagan Metal/RAC;Active;https://www.metal-archives.com/bands/Iberian_Wolves/3540374297
Iberius;Sweden;Progressive Death Metal;Split-up;https://www.metal-archives.com/bands/Iberius/3540484108
Iberna;Italy;Extreme Industrial Metal;Active;https://www.metal-archives.com/bands/Iberna/38092
Ibex;Germany;Black/Thrash Metal;Active;https://www.metal-archives.com/bands/Ibex/3540466993
Ibex;Canada;Death Metal/Hardcore;Active;https://www.metal-archives.com/bands/Ibex/3540463977
Ibex Angel Order;Netherlands;Black Metal;Active;https://www.metal-archives.com/bands/Ibex_Angel_Order/3540405181
Ibex Moon;China;Black Metal;Active;https://www.metal-archives.com/bands/Ibex_Moon/3540412597
Ibex Throne;United States;Black Metal;Split-up;https://www.metal-archives.com/bands/Ibex_Throne/1386
